,Job Title,Location,Date,Link,Job Attributes,Job Description
54,Outreach Advocate - Per Diem,Boston,Apr  3,https://boston.craigslist.org/gbs/npo/d/boston-outreach-advocate-per-diem/7102818243.html,"
compensation: We have increased our hourly wage temporarily 17.06-19.06

employment type: part-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 


To find out more about Bay Cove and gain access to all of our current openings, click the banner above. 


Outreach Advocate- Per Diem




Requisition #7790
Outreach Advocate- Per Diem (First Step Street Outreach, Cambridge)
Schedule: Per Diem
Salary: $17.06-$19.06/hour.  We have increased our starting wages up to $4.00 hour.  Regularly $15.06/hr




Responsibilities:

Establish and maintain professional relationship with clients in the catchment area.Meet clients ""where they are at"" both geographically (e.g.on a park-bench,in a train station, on the street, etc.) and personally(e.g., intoxicated or sober).Establish and maintain professional relationships with other service providers, local businesses, and concerned citizens in at least the catchment area.Thorough awareness of substance abuse, HIV/AIDS, and homeless resources(e.g., shelter and housing services, drop-in center, clinics, detox and other health care programs, prevention programs, etc.).Connect clients with desired programs through direct referrals (e.g., calling a detox, confirming a bed, and transporting clients to the detox) and indirect referrals (e.g., pass along information about particular programs).Brief substance abuse counseling and all necessary case management activities.Completing all required paperwork (e.g., daily logs, intake forms, HMIS data entry, reporting, and PEMS).Proper care of CASPAR property(e.g., vehicles, computers, phones).Other outreach and prevention programs duties as assigned by the Program Director.

Qualifications:

High school Diploma or equivalent certification.Minimum two years of direct care experience with a homeless, mentally ill, and/or actively addicted population.Understanding of addiction and mental illness.Minimum of two years of continuous sobriety if recovering.
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=7790.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
55,Case Manager-Boston,Boston,Apr  3,https://boston.craigslist.org/gbs/npo/d/quincy-case-manager-boston/7102811407.html,"
compensation: $17-$19/hr. Per Diem.  $18.50-$20.50 part-time.  We have temporarily increased our starting wage up to $4.00/hr.  Regularly $15/hr.Per Diem; $16.50 Part-time

employment type: part-time

","

QR Code Link to This Post


Part-time - Tues-Thurs 11a-7p; Fri-Sat 7a-3p
and Per Diem opportunities available




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 


To find out more about Bay Cove and gain access to all of our current openings, click the banner above. 


Case Manager




Requisition #9009
Case Manager (Andrew House Boston, Jamaica Plain)
Schedule: Fri-Mon 11a-7p
Salary: $17-$19/hr. Per Diem.  $18.50-$20.50 part-time.  We have temporarily increased our starting wage up to $4.00/hr.  Regularly $15/hr.Per Diem; $16.50 Part-time




Responsibilities:

Bay Cove Human Services, Inc.a leading Massachusetts human services organization, seeks a Case Manager for Andrew House, a 24 bed acute treatment facility that provides medically monitored services to adults who need short-term detoxification from alcohol, heroin and other opiates

The Case Manager works with a multidisciplinary team, and is responsible for providing the necessary case management and support for our patients.We are looking for someone who strives to:
 
Challenge thinking.Be different.Lead change.Bay Cove is looking for people who are inspired and inspiring.You will:
 
Provide group counseling to all clients regarding substance use disorder.Provide case management and engage in care consultation regarding specific clients with other staff, relatives and appropriate representatives of other agencies, including social service agencies, housing authorities, health care providers and vocational issues.Provide crisis intervention when necessary.Prepare client evaluations and develop and implement treatment plans.Make appropriate referrals and complete follow-up referrals to insure proper aftercare.Maintain client records and programmatic documentation and insure their confidentiality.

Qualifications:

What you will need to bring:

Education - Bachelor’s Degree preferred or equivalent experience.Experience – Experience in individual and group counseling.Knowledge of the field of substance abuse.Understanding of modality specific issues, such as substance use disorder, homelessness, trauma, and other co-occurring disorders.Skills – Good written and verbal skills, computer skills, record keeping, and organizational skills.Ability to follow and enforce the policies and procedures of the program.Be able to work independently and be responsible.Able to accept supervision and be part of a team.Ability to respond physically to the needs of the clients or other programs issues on all floors of the facility.License/Certification – CADAC/LADAC or equivalent preferred, or actively pursuing certification.Keywords: Substance Use Disorder, Group, Addictions, Recovery, Mental Health, Counselor, Case Management, Therapy, Care Coordination, Clinical Supervision, Management
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=9009.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
56,Lets get cooking!,N/A,Apr 29,https://worcester.craigslist.org/npo/d/whitinsville-lets-get-cooking/7115891603.html,"
compensation: TBD

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Have you always wanted to learn to cook or do you love to cook already?

Want to do something meaningful and essential?

Collecting unemployment but want to have a job to come back to?

Volunteer and train to be a cook for a small group of residents in our beautiful retirement home.  When you're ready, make the transition from volunteer to employee.
We have immediate opening for both volunteers and part-time employment.  

 508-234-6381
"
57,Shared Living Providers Wanted,N/A,Apr 24,https://worcester.craigslist.org/npo/d/holden-shared-living-providers-wanted/7113347437.html,"
compensation: We provide a generous tax free financial stipend!

employment type: contract

","

QR Code Link to This Post


Shared Living Providers Wanted  

Devereux Advanced Behavioral Health has an amazing opportunity for you to provide care for a person over the age of 22 with disabilities. Do you have an extra room in your house? Do you live in Central MA? Would you like to work from home while making a difference? We are looking for compassionate, qualified people to share their home with an adult with developmental disabilities. Open your heart and your home! We provide, comprehensive training, generous tax free financial stipend, 24 hour support and support provided by a qualified case manager. 
Call for more information, 508-829-6769!
"
58,Foster Parents Wanted,N/A,Apr 24,https://worcester.craigslist.org/npo/d/holden-foster-parents-wanted/7113346326.html,"
compensation: $415.73/ weekly tax free stipend

employment type: contract

non-profit organization

","

QR Code Link to This Post


Devereux Therapeutic Foster Care is seeking new and experienced candidates who will open their homes to children and adolescents with special emotional and behavioral needs through our Central Massachusetts office. Applicants must be energetic and willing to work as part of a treatment team. Previous foster care or residential experience is a plus. For more information about becoming a foster parent please contact our office in Holden, MA at (508) 829-6769 or toll free (877) 446-3305. For general information about our program, please visit our website at www.devereuxma.org (click on the foster care link), or find us on Facebook (Devereux Therapeutic Foster Care).    "
59,"Direct Care Staff Needed, near Whitney Place Mall, Rte 190 &Rte 2",N/A,Apr 22,https://worcester.craigslist.org/npo/d/devens-direct-care-staff-needed-near/7112169160.html,"
compensation: $14.00 hourly

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Earn some extra money to pay bills by working a few shifts! We will train you.
Direct Care Staff needed immediately for all days/shifts. 

We're located 5 minutes from Route 190 and the Whitney Place Leominster Mall, Our Father's House, a local nonprofit in Fitchburg, is hiring several people to fill shifts. Several shifts to choose - weekdays and weekends available.

If you have a positive outlook, sense of humor, want to help others, be a team player and a desire to assist families, you're the individual we're looking for! Work in an office within a newer building. GED or High School graduate, some knowledge of how to work with clients in a Human Service field. Salary starts at $14.00 per hour.

Email resume or call Anne, Transitions at Devens (978) 772-2891 for an interview and tour of the building.





"
60,Residential Counselor (Direct Care),N/A,Apr 22,https://worcester.craigslist.org/npo/d/brookfield-residential-counselor-direct/7112165124.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI119857945 "
61,Residential Counselor - CSMA,N/A,Apr  7,https://worcester.craigslist.org/npo/d/leicester-residential-counselor-csma/7104777411.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI119618545 "
62,Residential Counselor - CSMA,N/A,Apr  7,https://worcester.craigslist.org/npo/d/winchendon-residential-counselor-csma/7104774163.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI119618539 "
63,Trauma Intervention Counselor,N/A,Apr  7,https://worcester.craigslist.org/npo/d/milford-trauma-intervention-counselor/7104657649.html,"
compensation: $18.00-$19.00

employment type: full-time

","

QR Code Link to This Post


TRAUMA INTERVENTION COUNSELOR - Milford, MA
Milford, MA, USA Req #495
 Saturday, April 4, 2020
Wayside Youth & Family Support Network is a children’s mental health agency serving Metrowest, Central, Eastern and Northeastern Massachusetts Areas. Our 450+ employees are interested in helping children and families strengthen and enhance their well-being. Come work for us!!!  
Job Posting Overview 

Trauma Intervention Services is looking for a Trauma Intervention Specialist to join their team. The Trauma Intervention Specialist will plan and implement intensive prevention education via evidence-based curriculum to clients. They will work with students, schools and families to strengthen knowledge and skills to enhance relationships and environments that impact youth.  Qualifications include a passion for, and a commitment to working with children and youth.  Applicant must have excellent interpersonal, organizational and communication skills as well as experience in presenting to various audiences.  The ability to work both independently and within a team is required.  



Minimum Requirements  

Minimum Education: BA/BS in Education, Social Work, Counseling, Communications or related field is required. 
Minimum Work Experience: At least 1 year prior experience in trauma focused work 
Licensure:  N/A 
Certification: Prevention certification preferred, not required 
Perform Supervisory Duties: No 

Current valid MA Driver’s License required. 

Job Description/Tasks 

Events Coordination: Assist program manager in implementing prevention programming in identified community. Responsible for carrying out specific activities as required for specific program events. 

Group Facilitation: Responsible for facilitating specific activities as required for specific program groups. 

Liaison: Develop and maintain excellent relationships with all constituents involved in project. 

Administrative: Document activities as required for federal and state funders. 



Competencies/Traits 

 Demonstrates ability to communicate with multiple levels of people (i.e. ability to work effectively with diverse ethnic, cultural, and socioeconomic groups) 

Demonstrates leadership skills in meetings (i.e. redirecting appropriately, maintaining a strong presence, community organizing, etc.) 

Demonstrates strong public speaking skills (i.e. significant interest in community-wide health communication and/or prevention strategies) 

Demonstrates flexibility and creative thinking (i.e. ability to adapt and adjust to changing work situations, processes, and procedures) 

Demonstrates the ability to market program and represent the agency externally and internally. 



Starting Salary 

$18.27/hour 

Salary for this position ranges from the “base” rate of pay (as listed above)—for someone with the minimum required credentials. 

Adjustments up from the base rate of pay could include such factors as years of related experience externally, educational background, years at another position within Wayside, needed language fluency, and/or particular areas of expertise. 

"
64,Maintenance Technician- BV,N/A,Apr 23,https://providence.craigslist.org/npo/d/portsmouth-maintenance-technician-bv/7112744972.html,"
compensation: competitive

employment type: part-time

","

QR Code Link to This Post


The Schochet Companies are Hiring!
Bay View Estates in Portsmouth, RI is now accepting resumes for a Part Time-Maintenance Technician. Bay View Estates is a 130 market rate apartment community. The Maintenance Technician must have prior experience with plumbing, electrical, HVAC, appliance repair and unit turnover procedures.

Duties may include, but are not limited to:
• Completion of all types of work orders from residents.
• Completion of all resident apartment turn over tasks.
• Must be able available to complete “On-call” duties.
• Must be able to complete snow removal as needed.
• Depending upon the size of the property a Maintenance Technician may be asked to coordination and/or track the work of subcontractors.
• Conducting property inspections and/or participating on an inspection team.
• Attending monthly safety meetings.
• Complete preventative maintenance activities.
• On-going inspection of tools and equipment for safety.
• Remaining current on all property and apartment shut-offs and sewer clean-outs.
• Full knowledge of property’s emergency procedures.
• Maintain all records required by company policies and procedures, OSHA and EPA.
• Perform all required duties in a professional and confidential manner.

Maintenance technician positions require that an individual be able to lift moderate weights of between 30-60 lbs. on a regular basis and the ability to stand and/or walk all day. In addition, occasional heavy lifting may be required. Duties of this position may require strength and endurance in performing heavy manual labor. Alternating on-call shifts required. Previous maintenance experience required, able to work independently and strong customer service skills.
25 hours a week and must live within 30mins of Portsmouth and have a valid driver’s license and own transportation for on-call.

Interested candidates please apply here:https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=12871&clientkey=D56D433D01899A1F422A3794C2BDB367 

or fax 617-830-0373. Pre-employment background and drug test will be required. EOE
For more information on this position please contact Robin @ 617-398-5144.

We are an expanding property management company that offers excellent career advancement and an exciting chance to be part of a diverse team!
www.schochet.com    "
65,Direct Support Professional,N/A,Apr 23,https://providence.craigslist.org/npo/d/warren-direct-support-professional/7112630020.html,"
compensation: Salary according to experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Seeking a Direct Support Professional to join our team, assisting in the daily care of developmentally disabled
individuals. You will be responsible for empowering developmentally disabled individuals by providing support, education, and self advocacy in the individuals home and in their community.
Qualifications are: Previous experience in personal care or other related fields- Compassionate and caring demeanor-ability to build rapport with clients.

All shifts available.    "
66,Displaced by COVID-19? We have a position for you!,N/A,Apr 15,https://providence.craigslist.org/npo/d/bristol-displaced-by-covid-19-we-have/7108748233.html,"
compensation: Up to $14.73/hour plus benefits

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


As the State of Rhode Island deals with the impact of COVID-19 and the widespread business closures in the hospitality, customer service, and retail industries, L.I.F.E. Inc. can offer you a steady paycheck and a rewarding career. 

We are immediately seeking compassionate, creative, and energetic candidates to meaningfully assist individuals with disabilities throughout the State of Rhode Island and residential settings in Barrington, Bristol, Cranston, East Providence, Middletown, Tiverton, and Warren as Direct Support Professionals (DSP). Work alongside a team of dedicated coworkers as we provide rewarding and fulfilling lives for the individuals with disabilities we support.

Full and part-time positions are available for first, second and third shifts around the State of Rhode Island. Earn up to $14.73/hour (depending on schedule) plus extensive dental, medical, and vision insurance, comprehensive training, paid time off, retirement benefits, and step increases for length of service. Overtime available for those who qualify. High school diploma (or equivalent) required. 

Visit our website at lifeincri.org/careers.html to fill out an application.    "
67,Displaced by COVID-19? We have a position for you!,N/A,Apr  7,https://providence.craigslist.org/npo/d/bristol-displaced-by-covid-19-we-have/7104675599.html,"
compensation: Up to $14.73/hour plus benefits

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


As the State of Rhode Island deals with the impact of COVID-19 and the widespread business closures in the hospitality, customer service, and retail industries, L.I.F.E. Inc. can offer you a steady paycheck and a rewarding career. 

We are immediately seeking compassionate, creative, and energetic candidates to meaningfully assist individuals with disabilities throughout the State of Rhode Island and residential settings in Barrington, Bristol, Cranston, East Providence, Middletown, Tiverton, and Warren as Direct Support Professionals (DSP). Work alongside a team of dedicated coworkers as we provide rewarding and fulfilling lives for the individuals with disabilities we support.

Full and part-time positions are available for first, second and third shifts around the State of Rhode Island. Earn up to $14.73/hour (depending on schedule) plus extensive dental, medical, and vision insurance, comprehensive training, paid time off, retirement benefits, and step increases for length of service. Overtime available for those who qualify. High school diploma (or equivalent) required. 

Visit our website at lifeincri.org/careers.html to fill out an application.
"
68,Medical Assistant - Adult Services,N/A,Apr 28,https://capecod.craigslist.org/npo/d/south-orleans-medical-assistant-adult/7115434072.html,"
compensation: $17.00 per hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Latham Centers, Inc., one of the largest human service employers on Cape Cod and is a leader in residential treatment for children and adults with special needs and employs more than 250 people on its Brewster Campus, and at various other locations from Orleans to Plymouth, MA.   

Latham Centers Benefits Package includes: Health Insurance; Generous Paid Time Off; Tuition Reimbursement; and a 403b Retirement Plan with up to 5% employer match.  Extensive paid training is also available, upon hire, and includes: Professional Development Workshops, First Aid, CPR and Non-Violent Crisis Prevention.    

Latham Centers is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, age, national origin, ancestry, citizenship, disability, or veteran status.

As the  Medical Assistant you will provide medical support to individuals, including transportation to appointments and meeting DDS standards of healthcare and documentation requirements. Medical Assistant certification preferred. Knowledge of DDS procedures and regulations. Medical background and/or experience working with a special needs population preferred. Requirements include High School Diploma or GED, valid driver’s license and ability to handle individuals in crisis safely with compassion. Will attain MAP certification for medication administration.

Fluent English speaking and writing skills, empathy and the ability to listen, good time management skills and professional appearance and demeanor are all required for this position. 

40 hours: Sun - Thurs 9a - 5p (Railroad, Barnstable)

Apply online at https://lathamcenters.hyrell.com

Latham Centers is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, age, national origin, ancestry, citizenship, disability, or veteran status.
"
69,One to One Counselor - Adult Services,N/A,Apr 28,https://capecod.craigslist.org/npo/d/harwich-one-to-one-counselor-adult/7115427966.html,"
compensation: $15.00 per hour

employment type: part-time

non-profit organization

relocation assistance available

","

QR Code Link to This Post


You can grow a career at Cape Cod's most innovative human service agency..... great training, a competitive salary, opportunities for advancement.   Latham offers a most generous benefit package including 5 weeks earned time away, excellent health plans, tuition reimbursement and a retirement fund match.

Join our team as each hour we help students and adults with disabilities thrive in their educational and community life.  

Latham Centers Benefits Package includes: Health Insurance; Generous Paid Time Off; Tuition Reimbursement; and a 403b Retirement Plan with up to 5% employer match.  Extensive paid training is also available, upon hire, and includes: Professional Development Workshops, First Aid, CPR and Non-Violent Crisis Prevention. 

Latham Centers is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, age, national origin, ancestry, citizenship, disability, or veteran status. 

As a One to One Counselor you will plan and provide direct services to one client including: positive role modeling in the areas of life skills, community utilization, healthcare, social and recreational activities, as well as, vocational training, seeking vocational opportunities and enhancing supports for work for that individual.  Knowledge of DDS procedures and regulations and experience working with a special needs population preferred. Valid driver's license and ability to handle individuals in crisis safely with compassion. Will attain MAP certification for medication administration.  

Schedules open: 

38 hours: Sun 8a-10p, Mon 2p-10p, Tues 2p-10p, Wed 2p-10p (Sandwich Rd, Plymouth) 

Apply online at https://lathamcenters.hyrell.com "
70,Director of Social Services,N/A,Apr 28,https://capecod.craigslist.org/npo/d/brewster-director-of-social-services/7115423708.html,"
compensation: TBD

employment type: full-time

non-profit organization

","

QR Code Link to This Post


You can grow a career at Cape Cod’s most innovative human service agency….. great training, a competitive salary, opportunities for advancement.   Latham offers a most generous benefit package including 5 weeks earned time away, excellent health plans, tuition reimbursement and a retirement fund match.

Join our team as each hour we help students and adults with disabilities thrive in their educational and community life. 

Latham Centers Benefits Package includes: Health Insurance; Generous Paid Time Off; Tuition Reimbursement; and a 403b Retirement Plan with up to 5% employer match.  Extensive paid training is also available, upon hire, and includes: Professional Development Workshops, First Aid, CPR and Non-Violent Crisis Prevention.

Latham Centers is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, age, national origin, ancestry, citizenship, disability, or veteran status.

The Social Services Clinical Director will provide and ensure overall coordination of the clinical services for clients and families. 

The ideal candidate for this position holds a MA LICSW. Experienced in trauma informed treatment and attachment disorders. Knowledge of state children’s agencies/EOHHS. Knowledge of DESE private schools and residential treatment preferred but not required.  Two years supervisory experience required.  MA driver’s license required.  Must exhibit ambulatory ability sufficient to physically intervene in instances of extreme behavior that might jeopardize the safety of students and staff. Fluent English speaking and writing skills, empathy and the ability to listen, good time management skills and professional appearance and demeanor are all required for this position

40 Hours: Mon-Fri 8a-4p

Apply online at https://lathamcenters.hyrell.com "
71,Agency Substitute - Flexible Schedule,N/A,Apr 28,https://capecod.craigslist.org/npo/d/brewster-agency-substitute-flexible/7115423040.html,"
compensation: $15.00 per hour

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


You can grow a career at Cape Cod’s most innovative human service agency….. great training, a competitive salary, opportunities for advancement.   Latham offers a most generous benefit package including 5 weeks earned time away, excellent health plans, tuition reimbursement and a retirement fund match.

Join our team as each hour we help students and adults with disabilities thrive in their educational and community life. 

Latham Centers Benefits Package includes: Health Insurance; Generous Paid Time Off; Tuition Reimbursement; and a 403b Retirement Plan with up to 5% employer match.  Extensive paid training is also available, upon hire, and includes: Professional Development Workshops, First Aid, CPR and Non-Violent Crisis Prevention.

Latham Centers is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, age, national origin, ancestry, citizenship, disability, or veteran status.


As an Agency Substitute with either the  Adult / Children’s program, you will plan  and provide direct services to students or individuals, which includes developing and delivering instruction, supports, and positive role modeling in the areas of life skills, community utilization, healthcare, and social and recreational activities. You would report directly to the Program Coordinator,  have direct, active, and constructive interaction with individuals and must maintain active cooperation with co-workers, team members, clinical staff, community members, families, and supervisors. Fluent English speaking and writing skills, empathy and the ability to listen, good time management skills and professional appearance and demeanor are all required for this position.

The ideal candidate for this position has a high school diploma or GED, the ability to handle children/ individuals in crisis safely and with compassion and a valid driver's license with a clean driving record. Enjoy a flexible schedule working as a part-time, per diem life-skills counselor at Latham Centers. Work on an as-needed basis, in day, evening, overnight and weekend shifts. Weekend hours especially needed!! 

This position is non-benefited. Work locations include: Barnstable, Brewster, Harwich, Hyannis, Sandwich, S. Yarmouth, Wareham, W. Yarmouth, Plymouth and Yarmouthport. You choose the location and shifts.

Apply online at https://lathamcenters.hyrell.com

"
72,Behavior Specialist,N/A,Apr 28,https://capecod.craigslist.org/npo/d/behavior-specialist/7115421963.html,"
compensation: $16.30/hour

employment type: part-time

non-profit organization

","

QR Code Link to This Post


You can grow a career at Cape Cod's most innovative human service agency..... great training, a competitive salary, opportunities for advancement.   Latham offers a most generous benefit package including 5 weeks earned time away, excellent health plans, tuition reimbursement and a retirement fund match.

Join our team as each hour we help students and adults with disabilities thrive in their educational and community life.  

Latham Centers Benefits Package includes: Health Insurance; Generous Paid Time Off; Tuition Reimbursement; and a 403b Retirement Plan with up to 5% employer match.  Extensive paid training is also available, upon hire, and includes: Professional Development Workshops, First Aid, CPR and Non-Violent Crisis Prevention. 

Latham Centers is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, age, national origin, ancestry, citizenship, disability, or veteran status. 

As a Behavior Specialist, you will provide behavior management of students using Crisis Prevention Intervention in conjunction with teachers, teacher aides and residential staff. 

 The ideal candidate for this position has a bachelor's degree in the human services field or equivalent experience, including one year experience with special needs population. Strong therapeutic behavior management skills are required.   Must exhibit ambulatory ability sufficient to physically intervene in instances of extreme behavior that might jeopardize the safety of students and staff.  A valid driver's license and a clean driving is required. 

Fluent English speaking and writing skills, empathy and the ability to listen, good time management skills and professional appearance and demeanor are all required for this position.

Open shifts at Brewster Campus:

40 hours: Wed, Thurs, Fri 1p-10p, Sat 8a-9p 
40 hours: Wed, Thurs, Fri 1p-10p, Sat 9a-10p 
32 hours: Thurs 2p-11p, Fri 2p-11p, Sat 8a-10p 

Apply online at https://lathamcenters.hyrell.com "
